method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.07164778558037062,0.2828596557739179,0.2750056218296074,0.049063963844372414,0.028977513583772003,0.04361699854870223,0.023320000000000046,0.03385000000000016,"[np.float64(0.036225550485874225), np.float64(0.01899998975698837), np.float64(0.022751496290355278), np.float64(0.040541746734040554), np.float64(0.037679083412042305), np.float64(0.015108208808605588), np.float64(0.01934609186090758), np.float64(0.025322896906220572), np.float64(0.04361699854870223), np.float64(0.030183073033983307)]","[0.03385000000000016, 0.025700000000000278, 0.0265000000000003, 0.026599999999999846, 0.01859999999999995, 0.021400000000000086, 0.022449999999999914, 0.015400000000000191, 0.024499999999999966, 0.018199999999999772]"
DDC,0.050268053215981864,0.21065844235743517,0.18961702371450495,0.04837933359799399,0.033950133115091014,0.052396039348334214,0.01883820095067035,0.025173753093635842,"[np.float64(0.02822485797474768), np.float64(0.03802280994206253), np.float64(0.03018072102716447), np.float64(0.030141600177487328), np.float64(0.039441010139091064), np.float64(0.02846223444452245), np.float64(0.019731053936480447), np.float64(0.03889044991034728), np.float64(0.03401055425067269), np.float64(0.052396039348334214)]","[0.014398351117016261, 0.020532018064982033, 0.020523751180965055, 0.019077726765368674, 0.0161738357650415, 0.015379632666228327, 0.019987851662641387, 0.017773380151109686, 0.019361709039714736, 0.025173753093635842]"
