method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.049775729583432064,0.08302898147817896,0.019259409213579024,0.07689547029705295,0.028919541066161174,0.033808935403904505,0.033406440644064395,0.042033203320332224,"[np.float64(0.024030146728417846), np.float64(0.033808935403904505)]","[0.024779677967796565, 0.042033203320332224]"
DDC,0.01591809652244847,0.35409192019939456,0.019823563203360234,0.13249052914581702,0.13117741189956805,0.13710018800507295,0.07078991853832606,0.07198860845296667,"[np.float64(0.13710018800507295), np.float64(0.12525463579406315)]","[0.06959122862368544, 0.07198860845296667]"
