method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.018931478954106375,0.09892821368598326,0.07963091503059423,0.04585541735166411,0.025371914821098997,0.03823125038558704,0.01709499999999993,0.02144999999999997,"[np.float64(0.03823125038558704), np.float64(0.03653593632054724), np.float64(0.015680862360352526), np.float64(0.014798297915018577), np.float64(0.025321509962649053), np.float64(0.026462194246446052), np.float64(0.017744568354221453), np.float64(0.02981250729234438), np.float64(0.020115047544286824), np.float64(0.02901697382953683)]","[0.02144999999999997, 0.016650000000000054, 0.020349999999999813, 0.0167499999999996, 0.011049999999999893, 0.01725000000000007, 0.020449999999999968, 0.014349999999999863, 0.01955000000000018, 0.01309999999999989]"
DDC,0.06755343665066203,0.1340561726844469,0.08096993027168813,0.02981830724810877,0.028240006363393372,0.048072642676098704,0.02058606452987128,0.029332798860520648,"[np.float64(0.048072642676098704), np.float64(0.025538600226361938), np.float64(0.018952738158467854), np.float64(0.023442109752517582), np.float64(0.026827909714001168), np.float64(0.017119642000084753), np.float64(0.020399017884502563), np.float64(0.023115114083813823), np.float64(0.04471588020938969), np.float64(0.03421640892869563)]","[0.023507097838622926, 0.014458612386577196, 0.022580538537572137, 0.0181382871600273, 0.029332798860520648, 0.018807040874376457, 0.020667986393372306, 0.021745112375515963, 0.01770400435490449, 0.018919166517223363]"
