method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.03308824009348785,0.11024011854032063,0.08672301485778466,0.062176193482962196,0.028141113222887072,0.045707777565843224,0.025154999999999893,0.033699999999999786,"[np.float64(0.03860316208346676), np.float64(0.029015061790712393), np.float64(0.01673345945299108), np.float64(0.03789593419917576), np.float64(0.029321769196800646), np.float64(0.021759298551711947), np.float64(0.013343354975162315), np.float64(0.045707777565843224), np.float64(0.017645295419784917), np.float64(0.031386018993221645)]","[0.022649999999999892, 0.033699999999999786, 0.021650000000000114, 0.025299999999999878, 0.028249999999999942, 0.015049999999999841, 0.01924999999999988, 0.028649999999999842, 0.030799999999999828, 0.02624999999999994]"
DDC,0.11697851429880649,0.3582881715115206,0.19623019963679927,0.036785339456338315,0.0454799360828944,0.0774780173569181,0.02995033208126771,0.038537449328150786,"[np.float64(0.0774780173569181), np.float64(0.0380243266062965), np.float64(0.04453945561901419), np.float64(0.034314362737239666), np.float64(0.03396241575330182), np.float64(0.03436806209559855), np.float64(0.04460454210057675), np.float64(0.03293826840700841), np.float64(0.07210230194494041), np.float64(0.04246760820804957)]","[0.030120388379669794, 0.025897139969615623, 0.026605662869480295, 0.029260379304441253, 0.029571908253687496, 0.03272771415966658, 0.0226556792032645, 0.038537449328150786, 0.03598681826663819, 0.0281401810780626]"
