method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.09396528348877305,1.20798716289175,0.9488895176237476,0.04692434547545682,0.06489643556821009,0.11933528177509131,0.020224999999999847,0.026399999999999868,"[np.float64(0.05921258973895592), np.float64(0.05336379824586661), np.float64(0.05160259698425261), np.float64(0.05308733921713207), np.float64(0.053629706420877964), np.float64(0.11933528177509131), np.float64(0.05452953510227252), np.float64(0.04165503612946365), np.float64(0.060581143038798795), np.float64(0.10196732902938942)]","[0.02464999999999995, 0.020499999999999796, 0.01979999999999993, 0.02049999999999974, 0.018549999999999733, 0.026399999999999868, 0.017699999999999827, 0.014600000000000113, 0.014649999999999719, 0.02489999999999981]"
DDC,0.020268166723813597,1.7253221850645064,0.45722864032472327,0.0471114326301805,0.11657674274159002,0.14530318258159658,0.029729273039835302,0.03533439858347187,"[np.float64(0.1005591496783864), np.float64(0.11938540988420657), np.float64(0.12227029525581509), np.float64(0.10116160006093305), np.float64(0.12589761390763854), np.float64(0.14530318258159658), np.float64(0.12000516465027988), np.float64(0.12005673769050382), np.float64(0.09544623754862189), np.float64(0.11568203615791858)]","[0.023651794385390335, 0.034314185914009365, 0.0322348385685981, 0.03533439858347187, 0.028704832145070025, 0.0255625144381825, 0.03195543957328606, 0.03253069174760159, 0.025742303675942657, 0.027261731366800546]"
