method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.0921642480679219,0.2427738017852296,0.2281175919447724,0.05892114341637673,0.04488094683849134,0.08344066542147285,0.02703125000000005,0.040949999999999986,"[np.float64(0.02735237632179474), np.float64(0.08344066542147285), np.float64(0.05287683418790418), np.float64(0.03980687066091003), np.float64(0.04089021776984438), np.float64(0.04240457256794925), np.float64(0.03049896778414393), np.float64(0.041777069993911314)]","[0.019949999999999912, 0.035450000000000315, 0.02544999999999986, 0.040949999999999986, 0.02460000000000029, 0.025250000000000106, 0.01710000000000006, 0.027499999999999858]"
DDC,0.04064056728416955,0.09253858071317272,0.08845557616718676,0.04505290931102594,0.025512290079153493,0.03145910093570776,0.02234499141672388,0.028525817442239976,"[np.float64(0.02473703193229693), np.float64(0.027199368463897054), np.float64(0.020919805247123925), np.float64(0.025811924152999655), np.float64(0.03145910093570776), np.float64(0.03083873710078625), np.float64(0.018503958167408765), np.float64(0.0246283946330076)]","[0.018928453993646177, 0.02173249701625668, 0.01777025463598969, 0.019770175148795865, 0.028525817442239976, 0.025797134988799875, 0.022536552176756208, 0.02369904593130656]"
