method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.17092547667092706,0.694266284922073,0.22768100235159278,0.03450383367919191,0.05447089281609192,0.08212551115161085,0.03145499999999999,0.04314999999999994,"[np.float64(0.06876887333890379), np.float64(0.06979166168901736), np.float64(0.03733224339561559), np.float64(0.04982914068743083), np.float64(0.05269212349559257), np.float64(0.08212551115161085), np.float64(0.070588426661169), np.float64(0.0596194215385186), np.float64(0.014777851472114188), np.float64(0.03918367473094639)]","[0.03445000000000009, 0.029599999999999904, 0.0321499999999999, 0.02929999999999988, 0.04314999999999994, 0.03504999999999994, 0.02980000000000016, 0.032399999999999984, 0.02230000000000021, 0.026349999999999874]"
DDC,0.198649763202308,1.1620918885592064,0.4398958533490363,0.030367812924720152,0.0582480096314664,0.10364390465093361,0.03557115606692131,0.055077692381629684,"[np.float64(0.10364390465093361), np.float64(0.05107364515027595), np.float64(0.033997090421267515), np.float64(0.059718885242790995), np.float64(0.08070323737064272), np.float64(0.08507737107255478), np.float64(0.030804028200653345), np.float64(0.08889249631507837), np.float64(0.017058304400953104), np.float64(0.03151113348951367)]","[0.034631200678997054, 0.041642017783970364, 0.031229020899781634, 0.0405614430889531, 0.055077692381629684, 0.02917336230428963, 0.033847046367236566, 0.03497869917619717, 0.028923239415403534, 0.025647838572754322]"
