method,mean_err_l2,cov_err_fro,corr_err_fro,mmd,W1_mean,W1_max,KS_mean,KS_max,W1_dims,KS_dims
Random,0.03862342704631126,0.13977671674030753,0.133014096186597,0.049830413818509764,0.03555612570408081,0.04016688861295277,0.021866666666666795,0.024000000000000188,"[np.float64(0.038895019095061434), np.float64(0.027606469404228222), np.float64(0.04016688861295277)]","[0.024000000000000188, 0.02240000000000031, 0.019199999999999884]"
DDC,0.0580761259877392,0.12251548872653727,0.03156481069787747,0.05645705935496238,0.05903102039947374,0.07984030897417972,0.029759105797885505,0.041781075473349416,"[np.float64(0.07104141828452298), np.float64(0.026211333939718532), np.float64(0.07984030897417972)]","[0.041781075473349416, 0.01486278902010263, 0.032633452900204474]"
